ticker,company,sector,price,mktcap_bn,score,tier,accruals,cash_conv,fcf_conv,gross_margin,net_margin,roa,de
GFS,GlobalFoundries Inc.,Electronic Technology,69.84,38.321262258,95.5,Excellent,-6.26,2.19,1.21,26.1111111111111,11.374269005848,4.66203259827421,0.147438638501668
HPE,Hewlett Packard Enterprise Company,Electronic Technology,41.23,54.596909336,95.4,Excellent,-7.92,111.54,69.98,31.3768823559644,3.99856092922856,2.11174897873322,0.840028467499605
BKNG,Booking Holdings Inc. Common Stock,Consumer Services,184.56,143.011558929,95.3,Excellent,-14.2,1.73,1.67,97.301982880052,22.2270379600535,22.4144524776456,
HAL,Halliburton Company,Industrial Services,32.96,27.534709606000003,95.3,Excellent,-6.12,2.2,1.31,15.2826018313862,6.94663719608462,6.12070507342859,0.7496289424860851
ADI,"Analog Devices, Inc.",Electronic Technology,377.16,183.70974833199998,95.1,Excellent,-5.92,2.25,2.01,58.6235310563976,26.0077143258348,6.95415773121006,0.25738961846193403
VRSK,"Verisk Analytics, Inc.",Technology Services,188.35,24.677966358000003,95.1,Excellent,-10.29,1.52,1.24,59.4139831737743,29.3395222899139,18.7274317164755,
SW,Smurfit WestRock plc,Process Industries,45.93,24.013596861,95.1,Excellent,-6.13,4.96,1.52,18.3576116535957,1.21658396030525,0.846146138346263,0.78940081958135
ENTG,"Entegris, Inc.",Producer Manufacturing,146.66,22.365650558,95.1,Excellent,-5.93,3.13,2.14,39.0690198745093,8.18162148796093,3.13134001715317,0.9279610787316009
TPR,"Tapestry, Inc.",Retail Trade,144.21,29.136870934,95.0,Excellent,-26.6,10.39,9.58,72.4932490956336,8.442451724665,9.62469777606749,5.74912075029308
TROW,"T. Rowe Price Group, Inc.",Finance,118.55,25.401308077999996,95.0,Excellent,-6.36,1.45,1.32,79.2842775955399,27.593515031250405,14.4018149344587,0.042644002375296905
APP,Applovin Corporation,Technology Services,527.06,177.06053274900003,94.8,Excellent,-12.95,1.29,1.29,87.4662567291869,63.5111949790013,58.36936797648741,1.4867980857065601
FSLR,"First Solar, Inc.",Electronic Technology,224.57,24.130802182,94.7,Excellent,-6.91,1.6,1.09,41.7292668380129,30.7307298256077,13.077811862699201,0.059434019181727596
FANG,"Diamondback Energy, Inc.",Energy Minerals,172.04,48.397142368,94.6,Excellent,-9.38,4.97,2.85,33.3815218819819,1.8333552372190798,0.39815620852539496,0.381048995147095
KEYS,Keysight Technologies Inc.,Electronic Technology,313.86,53.637218477000005,94.5,Excellent,-5.44,1.75,1.6,63.8961892247043,17.6248357424442,9.63498406141966,0.435792133944085
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,189.85,22.37819722,94.5,Excellent,-5.53,1.49,1.46,8.28749036126216,3.69784301544846,11.4517059784641,0.9650054192161239
AVGO,Broadcom Inc.,Electronic Technology,360.45,1714.869797236,94.4,Excellent,-5.86,1.45,1.42,65.664877757901,38.8484728019612,17.0552782528768,0.7401785816104269
FTI,TechnipFMC plc,Industrial Services,66.75,26.613352112,94.4,Excellent,-6.86,1.72,1.39,22.4894502316523,10.6471508248001,10.7927549743493,0.387790300038657
XYZ,"Block, Inc.",Commercial Services,78.83,46.918336049,94.3,Excellent,-5.27,2.61,2.5,44.2969517949744,3.29707819039988,2.11329035477213,0.37454590851867003
CRS,Carpenter Technology Corporation,Non-Energy Minerals,597.24,29.674234261000002,94.3,Excellent,-6.72,1.66,1.08,29.793977812995205,15.8082408874802,13.600534022639202,0.338218224027858
SYF,Synchrony Financial,Finance,76.33,25.675140978,94.2,Excellent,-5.17,2.77,2.77,81.0306670882074,18.9693329117926,2.95655101898352,0.997026157674334
STE,STERIS plc (Ireland),Health Technology,218.2,21.265265424,94.2,Excellent,-5.21,1.71,1.24,44.8264824797844,13.182277628032303,7.49377119175047,0.29053677821705004
STX,Seagate Technology Holdings PLC,Electronic Technology,820.16,183.90364130700004,94.1,Excellent,-15.83,1.96,1.64,41.544050862852,21.5985467756585,28.9013125911522,3.8155251141552498
